CUSIP,State,LastTradeDate
443726Y73,NJ,26-AUG-16
443730JV9,NJ,21-OCT-16
443730LQ7,NJ,24-OCT-17
443730LR5,NJ,15-DEC-17
443730LS3,NJ,28-APR-16
443730LW4,NJ,13-JUN-16
443730MD5,NJ,10-JAN-17
443730MF0,NJ,27-SEP-16
443730MG8,NJ,14-DEC-17
476576MV2,NJ,24-OCT-17
476576MW0,NJ,29-JUN-17
476576MX8,NJ,11-OCT-17
476576NC3,NJ,10-AUG-17
476576ND1,NJ,07-SEP-17
476576NH2,NJ,11-OCT-17
512678TL7,NJ,21-NOV-17
587839A43,NJ,05-DEC-17
587839C58,NJ,10-APR-17
587839C82,NJ,07-NOV-17
587839E49,NJ,30-MAR-17
587839E72,NJ,27-OCT-16
587839E80,NJ,05-OCT-16
587839E98,NJ,16-SEP-16
596566TN9,NJ,03-FEB-17
596566XW4,NJ,22-JUL-16
59656NNC2,NJ,07-OCT-16
59656NNZ1,NJ,14-DEC-17
59656NSE3,NJ,14-NOV-17
59656NUY6,NJ,18-OCT-17
59656NXN7,NJ,24-MAR-17
59656NXR8,NJ,24-AUG-17
597324KP6,NJ,13-FEB-17
600225KA3,NJ,29-JAN-16
609561FK6,NJ,05-JAN-18
609561FR1,NJ,17-JAN-18
60956PDH2,NJ,18-OCT-17
60956PJH6,NJ,25-AUG-17
60956PKM3,NJ,23-FEB-17
60956PNQ1,NJ,23-MAY-17
60956PQD7,NJ,28-MAR-17
60956PQE5,NJ,28-MAR-17
60956PQP0,NJ,08-FEB-17
60956PQQ8,NJ,08-FEB-17
60956PQR6,NJ,08-FEB-17
611305LY7,NJ,02-JUN-17
6122212V2,NJ,16-OCT-17
6122217N5,NJ,12-AUG-16
6180237K5,NJ,22-JUL-16
618028EC4,NJ,07-OCT-16
642815F90,NJ,22-MAR-17
642835MZ2,NJ,15-NOV-17
642835NC2,NJ,09-FEB-16
642835PC0,NJ,23-MAR-17
642835PD8,NJ,03-JAN-18
642835QA3,NJ,25-AUG-17
64577FBR5,NJ,21-DEC-17
64577FBS3,NJ,02-FEB-17
64577FBV6,NJ,10-JAN-17
64577FCC7,NJ,15-JAN-16
645790AH9,NJ,20-JUN-17
645790AJ5,NJ,26-JAN-17
645790AW6,NJ,14-SEP-17
645790EM4,NJ,12-OCT-17
645790FC5,NJ,21-OCT-16
645790FD3,NJ,26-MAY-17
645790FG6,NJ,05-MAY-17
645790FL5,NJ,19-SEP-17
645790FM3,NJ,22-MAY-17
645790FR2,NJ,11-JAN-18
645790FS0,NJ,29-DEC-16
645790JD9,NJ,06-APR-17
645790JK3,NJ,06-APR-17
645790JL1,NJ,06-APR-17
645790JN7,NJ,06-APR-17
645790KE5,NJ,18-JAN-18
645790KS4,NJ,04-AUG-17
645790KY1,NJ,04-AUG-17
645790KZ8,NJ,27-OCT-17
645790LA2,NJ,13-DEC-17
645790LB0,NJ,03-NOV-17
645790LC8,NJ,13-SEP-17
645790LD6,NJ,04-AUG-17
645790LE4,NJ,25-AUG-17
645790LF1,NJ,04-AUG-17
645790LH7,NJ,08-NOV-17
645790LK0,NJ,19-SEP-17
645790LL8,NJ,30-NOV-17
645790LP9,NJ,24-OCT-17
6457914Y7,NJ,24-AUG-17
6457915L4,NJ,14-DEC-16
6457916G4,NJ,01-FEB-17
6457916S8,NJ,23-MAY-17
6457916T6,NJ,10-FEB-17
6457918E7,NJ,11-MAY-17
6457918F4,NJ,11-MAY-17
6457918G2,NJ,25-AUG-17
6457918H0,NJ,02-AUG-17
6457918J6,NJ,05-JUN-17
645791CS1,NJ,13-DEC-17
645791CV4,NJ,29-DEC-16
645791CX0,NJ,22-SEP-16
645791F25,NJ,15-NOV-16
645791U44,NJ,22-DEC-17
645791W59,NJ,19-JUL-16
64579F3A9,NJ,23-MAY-17
64579F3C5,NJ,11-APR-16
64579F4W0,NJ,14-DEC-17
64579F4Y6,NJ,06-SEP-17
64579F4Z3,NJ,24-AUG-17
64579F5H2,NJ,31-OCT-17
64579F5K5,NJ,21-JAN-16
64579FU92,NJ,19-SEP-17
64579FV26,NJ,22-AUG-17
64579FX40,NJ,13-JUN-16
6460656V9,NJ,13-JUN-16
6460657V8,NJ,14-FEB-17
646065S45,NJ,09-SEP-16
646065UV2,NJ,13-JUN-16
646065W81,NJ,12-JAN-17
646065WN8,NJ,05-SEP-17
6460665B2,NJ,09-JAN-18
646066AU4,NJ,21-SEP-17
646066AZ3,NJ,03-AUG-17
646066BB5,NJ,06-JUN-17
646066BR0,NJ,18-JAN-18
646066BS8,NJ,26-OCT-17
646066HG8,NJ,18-AUG-17
646066HH6,NJ,17-OCT-16
646066JB7,NJ,14-AUG-17
646066JF8,NJ,12-OCT-17
646066JQ4,NJ,03-FEB-16
646066JY7,NJ,30-OCT-17
646066KQ2,NJ,29-JAN-16
646066KS8,NJ,16-OCT-17
646066LE8,NJ,10-FEB-17
646066M64,NJ,12-DEC-17
646066MF4,NJ,21-APR-17
646066N30,NJ,02-MAY-17
646066N48,NJ,08-MAR-17
646066NW6,NJ,30-MAY-17
646066QJ2,NJ,21-JAN-16
646066QQ6,NJ,31-JUL-17
646066QV5,NJ,21-NOV-16
646066RE2,NJ,11-MAR-16
646066RJ1,NJ,25-JAN-17
646066S27,NJ,23-MAY-17
646066SB7,NJ,20-DEC-17
646066SD3,NJ,31-OCT-16
646066SE1,NJ,19-JAN-18
646066SF8,NJ,11-JAN-18
646066TV2,NJ,09-NOV-16
646066TZ3,NJ,29-JUN-16
646066X21,NJ,19-SEP-17
646066Y20,NJ,14-DEC-17
646066Y38,NJ,18-AUG-17
646066ZL7,NJ,19-JAN-17
646066ZW3,NJ,20-OCT-16
6461392A2,NJ,18-JAN-18
6461392B0,NJ,07-JUN-17
6461394H5,NJ,10-JUL-17
6461394Q5,NJ,27-JUN-17
6461394V4,NJ,22-MAY-17
6461394W2,NJ,05-JUL-17
6461394Y8,NJ,26-OCT-17
6461395A9,NJ,19-OCT-17
6461395N1,NJ,20-DEC-17
6461395Q4,NJ,24-OCT-17
6461395W1,NJ,18-MAY-17
6461396E0,NJ,02-FEB-17
6461396K6,NJ,05-SEP-17
6461396N0,NJ,14-DEC-17
6461396Q3,NJ,30-MAR-17
6461397A7,NJ,29-DEC-17
6461397B5,NJ,08-AUG-17
6461397C3,NJ,26-SEP-17
6461397D1,NJ,24-OCT-17
6461397E9,NJ,19-JAN-18
6461397K5,NJ,29-DEC-17
6461397L3,NJ,23-AUG-17
6461397M1,NJ,24-OCT-17
6461397N9,NJ,16-JAN-18
646139T47,NJ,03-OCT-17
646139T70,NJ,26-OCT-17
646139Z24,NJ,22-JAN-18
646139Z65,NJ,22-SEP-16
646140BY8,NJ,03-JAN-18
646140CR2,NJ,15-DEC-17
658017A99,NJ,24-JAN-17
658017YC6,NJ,06-JUL-17
665891FT9,NJ,21-SEP-16
674736DS9,NJ,19-DEC-17
674736ED1,NJ,19-DEC-17
674736EE9,NJ,18-DEC-17
701859J43,NJ,22-JAN-18
701859J50,NJ,07-SEP-17
701859J68,NJ,07-SEP-17
702725MQ2,NJ,11-MAR-16
702725QR6,NJ,04-OCT-17
702725RL8,NJ,20-APR-17
702725TB8,NJ,01-FEB-16
702725UQ3,NJ,03-FEB-16
702725WN8,NJ,06-JAN-17
702725WP3,NJ,02-DEC-16
702725WR9,NJ,02-DEC-16
702725XW7,NJ,10-JUL-17
702725YC0,NJ,31-JUL-17
702725YE6,NJ,05-JUL-17
702725YY2,NJ,04-JAN-18
702754CN0,NJ,21-DEC-17
702754CP5,NJ,21-DEC-17
702754CY6,NJ,21-DEC-17
751370HL4,NJ,07-AUG-17
783186NQ8,NJ,07-JUL-16
783186QF9,NJ,14-SEP-17
783186QK8,NJ,09-MAY-17
783186QL6,NJ,24-OCT-17
783186RR2,NJ,25-OCT-17
783186SS9,NJ,02-MAR-16
783186ST7,NJ,17-JAN-18
783186SW0,NJ,02-JUN-17
783186SX8,NJ,16-NOV-17
783186SY6,NJ,08-MAY-17
8346642K9,NJ,25-AUG-16
8346642W3,NJ,20-JAN-17
8346643F9,NJ,23-AUG-17
8346643Y8,NJ,29-AUG-17
8346644J0,NJ,01-AUG-17
834664Q49,NJ,19-OCT-16
834666EK1,NJ,22-FEB-17
834666HH5,NJ,19-JAN-17
836802NW4,NJ,06-JUL-17
866203ZE5,NJ,14-APR-16
89012RDX4,NJ,31-OCT-17
89012RET2,NJ,18-NOV-16
89012REU9,NJ,17-APR-17
89012REV7,NJ,18-NOV-16
906347VB2,NJ,03-AUG-16
90634PCV9,NJ,16-OCT-17
90634PCX5,NJ,18-MAY-17
90634PGT0,NJ,18-AUG-17
90634PHV4,NJ,07-JUL-16
90634PHW2,NJ,31-AUG-17
90634PJX8,NJ,04-AUG-16
90634PKG3,NJ,17-FEB-17
90634PKL2,NJ,21-MAR-17
90634PKM0,NJ,31-JAN-17
90634PKQ1,NJ,07-NOV-16
90634PKS7,NJ,24-AUG-16
90634PKW8,NJ,15-MAR-17
90634PMM8,NJ,09-JAN-18
90634PMP1,NJ,17-JAN-18
90634PMR7,NJ,18-JAN-18
915801CR3,NJ,04-NOV-16
946422Q88,NJ,14-MAR-17
946422R38,NJ,14-JUL-16
013493HE4,NM,26-JAN-17
013493HF1,NM,26-JAN-17
013595VE0,NM,30-AUG-17
647370GN9,NM,27-JUN-17
647370GP4,NM,18-MAY-17
647370GX7,NM,07-DEC-16
914692U97,NM,08-AUG-17
914692Z43,NM,23-AUG-17
180848PC1,NV,24-OCT-16
18085PLG7,NV,10-JUN-16
18085PMH4,NV,26-JUN-17
18085PMM3,NV,07-SEP-17
18085PQN7,NV,13-JUL-17
181006GS0,NV,11-JAN-18
5178403L6,NV,10-JAN-18
5178404N1,NV,12-DEC-17
5178405A8,NV,20-APR-16
5178405R1,NV,01-FEB-16
5178406T6,NV,18-MAY-17
517845AK9,NV,15-SEP-16
517845AL7,NV,29-DEC-17
517845AW3,NV,20-JUL-17
517845AX1,NV,28-FEB-17
517845BJ1,NV,19-DEC-17
517845CP6,NV,16-FEB-17
517845CQ4,NV,16-FEB-17
517845CR2,NV,16-MAR-17
6414612H0,NV,12-AUG-16
6414613B2,NV,04-NOV-16
641461N95,NV,19-SEP-17
641461YF9,NV,05-AUG-16
641480HM3,NV,29-AUG-17
641480HW1,NV,20-JAN-17
641480HX9,NV,17-OCT-17
641480HZ4,NV,02-JUN-17
641496HA5,NV,26-JAN-17
641496NY6,NV,07-OCT-16
641496PB4,NV,08-AUG-17
031321KD3,NY,02-JAN-18
039861LG2,NY,27-JAN-16
05620PHY2,NY,30-JUN-17
05620PJA2,NY,08-JUL-16
05620PJB0,NY,08-JUL-16
05620PJC8,NY,27-SEP-16
05620PJF1,NY,12-AUG-16
05620PJQ7,NY,08-JUL-16
05620PJT1,NY,08-JUL-16
05620PKU6,NY,03-JAN-18
07133AGN6,NY,21-JUL-17
090491ZR5,NY,21-JAN-16
090491ZS3,NY,26-JAN-16
119427BG6,NY,08-JUN-17
119427BH4,NY,08-JUN-17
119427BJ0,NY,08-JUN-17
119427BK7,NY,08-JUN-17
119427BL5,NY,27-NOV-17
119427BR2,NY,06-SEP-17
119427BS0,NY,22-JAN-18
119427BT8,NY,08-JUN-17
119427BU5,NY,26-OCT-17
119427BV3,NY,16-JAN-18
119677MN9,NY,14-APR-16
119677MP4,NY,14-APR-16
119677MQ2,NY,14-APR-16
119677MR0,NY,14-APR-16
119677MS8,NY,20-OCT-16
119677MT6,NY,14-APR-16
119677NB4,NY,14-APR-16
119699JK3,NY,16-AUG-17
12008ECS3,NY,16-FEB-17
12008ECV6,NY,16-FEB-16
12008ECY0,NY,22-JUN-17
12008ECZ7,NY,22-NOV-16
12008EDD5,NY,17-JUL-17
12008EDF0,NY,28-AUG-17
12008EJV9,NY,08-AUG-17
12008EJW7,NY,18-SEP-17
12008EKB1,NY,07-JUN-17
12008ELX2,NY,12-AUG-16
182306Z45,NY,21-SEP-16
182306Z60,NY,21-SEP-16
219417RK0,NY,13-JUN-16
219417RP9,NY,17-JUN-16
267045CF7,NY,18-APR-17
267045ER9,NY,21-JUL-17
267045ET5,NY,13-JUN-17
267045FE7,NY,14-APR-16
267045FF4,NY,17-JAN-17
267045JG8,NY,22-MAR-17
267045JL7,NY,24-JUL-17
267045JM5,NY,22-MAR-17
267045JN3,NY,22-MAR-17
267045JP8,NY,22-MAR-17
267045JX1,NY,23-MAY-17
280101DX1,NY,18-OCT-16
295084KU0,NY,27-NOV-17
295084MK0,NY,03-MAY-17
29508RDV5,NY,24-OCT-17
29508RJL1,NY,25-AUG-17
29508RJM9,NY,25-AUG-17
29508RJN7,NY,25-AUG-17
29508RJP2,NY,25-AUG-17
29508RJQ0,NY,25-AUG-17
29508RKW5,NY,25-AUG-17
29509PGQ6,NY,20-OCT-17
29509PGV5,NY,15-APR-16
29509PHK8,NY,20-APR-16
29509PJE0,NY,25-OCT-17
29509PJF7,NY,02-JAN-18
29509PKL2,NY,09-MAR-17
29509PKM0,NY,28-SEP-17
29509PKV0,NY,21-SEP-16
29509PKW8,NY,10-MAR-17
29509PKX6,NY,16-NOV-17
35907FDP8,NY,02-JUN-17
35907FDV5,NY,06-JUN-17
393731BC7,NY,12-OCT-17
393731BD5,NY,12-OCT-17
393731BG8,NY,12-OCT-17
424682GG1,NY,10-MAY-17
424682GK2,NY,10-MAY-17
424682GL0,NY,10-MAY-17
424682GM8,NY,10-MAY-17
424682GN6,NY,10-MAY-17
424682GP1,NY,10-MAY-17
424682GQ9,NY,10-MAY-17
424682GR7,NY,10-MAY-17
424682GS5,NY,10-MAY-17
424682GT3,NY,14-JUN-17
424682GW6,NY,06-JUN-17
424682HB1,NY,23-MAY-17
424682HC9,NY,13-OCT-17
44420RAB6,NY,28-DEC-17
44420RAH3,NY,05-JAN-18
44420RAK6,NY,11-AUG-17
44420RAU4,NY,27-JUN-17
44420RBE9,NY,09-JAN-18
44420RBG4,NY,03-JAN-18
464776NW9,NY,22-NOV-16
464776NX7,NY,08-JAN-16
464776NY5,NY,20-JUL-16
464776PA5,NY,01-APR-16
488787FK3,NY,06-JUN-17
488787FL1,NY,05-JUN-17
488787FN7,NY,02-JUN-17
488787FP2,NY,02-JUN-17
557363CB2,NY,22-JUL-16
561501NC7,NY,14-SEP-16
561501ND5,NY,19-AUG-16
561501NF0,NY,19-AUG-16
561501NN3,NY,19-AUG-16
59259N2C6,NY,03-MAR-16
59259N2E2,NY,28-NOV-17
59259N2F9,NY,31-OCT-17
59259N2G7,NY,23-JUN-17
59259N2J1,NY,27-OCT-17
59259N2R3,NY,09-DEC-16
59259N2S1,NY,27-MAR-17
59259N3L5,NY,04-DEC-17
59259N3X9,NY,20-MAY-16
59259N4U4,NY,21-DEC-17
59259N4X8,NY,17-JAN-17
59259N6F5,NY,03-JAN-18
59259N6S7,NY,05-SEP-17
59259N6Y4,NY,11-MAY-17
59259N6Z1,NY,11-MAY-17
59259N8C0,NY,11-MAY-17
59259N8N6,NY,11-JAN-18
59259NQ22,NY,11-JAN-18
59259NQ55,NY,24-OCT-17
59259NR21,NY,17-JAN-17
59259NR47,NY,20-OCT-16
59259NR54,NY,22-SEP-17
59259NR88,NY,10-NOV-17
59259Y3G2,NY,31-MAR-17
59259Y3L1,NY,15-NOV-16
59259Y3P2,NY,02-MAY-16
59259Y4F3,NY,27-OCT-17
59259Y5A3,NY,16-MAY-16
59259Y5S4,NY,28-AUG-17
59259Y5T2,NY,22-DEC-16
59259Y6C8,NY,01-MAR-17
59259Y6J3,NY,03-APR-17
59259YB57,NY,07-JAN-16
59259YG37,NY,04-OCT-16
59259YG45,NY,09-MAY-16
59259YLV9,NY,07-NOV-16
59259YN96,NY,04-NOV-16
59259YNK1,NY,19-DEC-17
59259YP37,NY,02-MAR-17
59259YP52,NY,17-JAN-17
59259YQE2,NY,28-MAR-17
59259YQP7,NY,13-DEC-17
59259YR76,NY,08-NOV-16
59259YRW1,NY,21-AUG-17
59259YSE0,NY,26-AUG-16
59259YTA7,NY,09-AUG-16
59259YTN9,NY,10-OCT-17
59259YTS8,NY,22-SEP-16
59259YTT6,NY,02-MAR-17
59259YU56,NY,17-OCT-17
59259YU98,NY,26-MAY-16
59259YVP1,NY,17-FEB-16
59259YWS4,NY,20-MAR-17
59259YXM6,NY,24-AUG-16
59259YZ51,NY,25-AUG-16
59261AAL1,NY,31-AUG-17
59261AAP2,NY,23-OCT-17
59261AAQ0,NY,18-OCT-17
59261ABX4,NY,01-DEC-17
59261ACD7,NY,07-JUN-17
59261ACF2,NY,19-FEB-16
59261ACG0,NY,07-APR-17
59261ACN5,NY,11-AUG-16
59261ACU9,NY,16-DEC-16
59261ADH7,NY,02-JAN-18
59261ADJ3,NY,22-DEC-16
59261ADL8,NY,03-OCT-17
59261AET0,NY,28-DEC-17
59261AEV5,NY,12-APR-17
59261AEW3,NY,31-OCT-17
59261AEX1,NY,12-SEP-17
59261AFD4,NY,06-APR-17
59261AFJ1,NY,12-JUL-16
59261AFK8,NY,10-NOV-17
59261AFL6,NY,10-MAR-17
59261AGU5,NY,16-NOV-16
59261AGV3,NY,29-DEC-16
59261AGY7,NY,05-JUN-17
59261AGZ4,NY,02-MAR-17
59261AHK6,NY,05-DEC-17
59261AHN0,NY,29-AUG-17
59261AJE8,NY,10-NOV-17
59261AJK4,NY,19-OCT-16
59261AJM0,NY,05-DEC-17
59261AJS7,NY,19-OCT-16
59261ALQ8,NY,22-MAR-17
59261AMF1,NY,10-MAR-17
59261AMG9,NY,10-MAR-17
59261AMK0,NY,10-MAR-17
59261AMY0,NY,20-SEP-17
59261AND5,NY,21-NOV-17
59261ANG8,NY,20-SEP-17
59261ANH6,NY,20-SEP-17
59261ANL7,NY,20-OCT-17
59261APW1,NY,30-NOV-17
59261APY7,NY,12-JAN-18
59261APZ4,NY,23-JAN-18
59261AQK6,NY,17-JAN-18
59261AQN0,NY,17-JAN-18
59261ARY5,NY,18-JAN-18
59261ASV0,NY,19-DEC-17
59261ATA5,NY,27-DEC-17
610730CA9,NY,19-JUL-17
610730CB7,NY,19-JUL-17
610730CC5,NY,07-AUG-17
61075TLN6,NY,30-MAR-17
61075TLU0,NY,19-JAN-16
61075TMR6,NY,16-FEB-17
61075TPK8,NY,17-MAR-17
61075TPL6,NY,17-MAR-17
61075TPN2,NY,12-MAY-17
61075TPP7,NY,07-APR-17
61075TPX0,NY,17-MAR-17
61075TPY8,NY,17-MAR-17
61075TQL5,NY,29-MAR-17
61075TRY6,NY,05-DEC-17
61075TRZ3,NY,05-DEC-17
61075TSA7,NY,05-DEC-17
61075TSQ2,NY,05-DEC-17
61075TSR0,NY,05-DEC-17
61075TSS8,NY,05-DEC-17
61075TSW9,NY,08-JAN-18
63166QCC2,NY,17-FEB-17
649451CP4,NY,08-NOV-17
649451CR0,NY,16-OCT-17
649451CS8,NY,11-AUG-17
649451CT6,NY,14-DEC-17
649451CW9,NY,21-NOV-17
649451DC2,NY,20-DEC-16
649451DG3,NY,03-OCT-16
649451DM0,NY,28-DEC-16
649451EG2,NY,06-DEC-17
649451FM8,NY,14-SEP-16
649451FN6,NY,20-OCT-17
64966HB25,NY,19-SEP-17
64966HG46,NY,11-JAN-18
64966HGX2,NY,25-FEB-16
64966HLW8,NY,05-JAN-16
64966HPS3,NY,16-JAN-18
64966HSR2,NY,27-JUN-17
64966J2D7,NY,23-OCT-17
64966J2T2,NY,17-MAY-17
64966J2V7,NY,13-APR-17
64966J2X3,NY,27-JAN-16
64966J4K9,NY,20-JAN-17
64966J5M4,NY,01-DEC-17
64966JD86,NY,11-MAY-16
64966JED4,NY,17-JUN-16
64966JH25,NY,11-FEB-16
64966JL46,NY,07-JUL-17
64966JMG8,NY,27-JUN-17
64966JMZ6,NY,09-MAY-17
64966JVC7,NY,14-OCT-16
64966JVD5,NY,07-JUL-16
64966KQM8,NY,03-MAY-17
64966KQN6,NY,11-OCT-16
64966KRE5,NY,31-MAY-17
64966KSM6,NY,08-NOV-17
64966KYW7,NY,23-SEP-16
64966L4E8,NY,24-APR-17
64966L4G3,NY,24-APR-17
64966L4J7,NY,03-MAY-17
64966L4K4,NY,27-JUN-17
64966L4Z1,NY,16-MAR-16
64966L5A5,NY,21-APR-17
64966L5B3,NY,26-OCT-17
64966L5C1,NY,29-AUG-17
64966L5L1,NY,25-FEB-16
64966LDE8,NY,13-APR-17
64966LDW8,NY,17-MAY-17
64966LKQ3,NY,23-FEB-17
64966LKR1,NY,03-NOV-16
64966LLX7,NY,18-AUG-17
64966LMS7,NY,27-SEP-16
64966LMU2,NY,14-FEB-17
64966LP54,NY,16-FEB-16
64966LRJ2,NY,13-SEP-17
64966LRX1,NY,06-SEP-17
64966LSJ1,NY,01-AUG-17
64966LW23,NY,14-JUL-17
64966LX22,NY,17-OCT-17
64966LX30,NY,31-AUG-17
64966LZW4,NY,10-MAY-17
64966MAS8,NY,18-JAN-17
64966MAT6,NY,14-NOV-17
64966MBU2,NY,10-JUN-16
64966MBV0,NY,07-JUN-16
64966MEM7,NY,19-AUG-16
64966MET2,NY,03-AUG-16
64966MEW5,NY,03-AUG-16
64966MEY1,NY,10-JAN-17
64966MFM6,NY,27-DEC-16
64966MFT1,NY,15-NOV-17
64966MHL6,NY,15-SEP-17
64966MHV4,NY,19-APR-17
64966MHZ5,NY,05-JUN-17
64966MJH3,NY,08-FEB-17
64966MJJ9,NY,02-JAN-18
64966MJK6,NY,19-OCT-17
64966MJM2,NY,14-DEC-17
64966MJN0,NY,08-FEB-17
64966MJQ3,NY,08-FEB-17
64966MJU4,NY,18-APR-17
64966MJV2,NY,13-JUL-17
64966MKE8,NY,14-FEB-17
64966MNV7,NY,27-JUL-17
64966MNZ8,NY,08-AUG-17
64966MPD5,NY,02-JAN-18
64966MPE3,NY,22-SEP-17
64966MPF0,NY,08-AUG-17
64966MQR3,NY,05-JAN-18
64966MRB7,NY,15-SEP-17
64966MRF8,NY,15-SEP-17
64966MRN1,NY,15-SEP-17
64966MRP6,NY,15-SEP-17
64966MRR2,NY,15-SEP-17
64966MRS0,NY,19-OCT-17
64966MRT8,NY,15-SEP-17
64966MSW0,NY,07-DEC-17
64966MSY6,NY,17-JAN-18
64966MTB5,NY,05-JAN-18
64966MTT6,NY,07-DEC-17
64966MTV1,NY,08-JAN-18
649674HT8,NY,30-MAR-17
649674KB3,NY,06-SEP-17
649717SY2,NY,05-JAN-18
649717SZ9,NY,16-FEB-17
649717TA3,NY,13-DEC-16
649717TC9,NY,08-JAN-18
649717TD7,NY,11-APR-17
649717TE5,NY,05-JAN-18
649717TF2,NY,21-JUL-16
649717UE3,NY,07-SEP-17
64971M6H0,NY,01-FEB-17
64971MVT6,NY,12-DEC-17
64971MZU9,NY,10-JUN-16
64971Q2E2,NY,28-JUL-16
64971Q5K5,NY,10-MAR-16
64971Q7Y3,NY,04-NOV-16
64971QAH6,NY,14-MAR-17
64971QBJ1,NY,07-NOV-16
64971QHQ9,NY,26-JUL-16
64971QHR7,NY,08-MAY-17
64971QJS3,NY,02-MAY-17
64971QJT1,NY,14-FEB-17
64971QMP5,NY,10-AUG-17
64971QST1,NY,14-OCT-16
64971QTM5,NY,12-JAN-17
64971QW90,NY,31-OCT-16
64971QXH1,NY,29-MAR-16
64971QXU2,NY,18-MAY-17
64971QYD9,NY,13-FEB-17
64971W4D9,NY,12-APR-17
64971W4Y3,NY,03-MAY-17
64971W5B2,NY,17-AUG-17
64971W6S4,NY,27-OCT-17
64971W7B0,NY,18-JAN-18
64971W7J3,NY,17-JUL-17
64971WB33,NY,07-JUN-16
64971WB58,NY,14-MAR-16
64971WB82,NY,31-OCT-17
64971WD80,NY,07-JUL-16
64971WE22,NY,10-FEB-16
64971WE48,NY,20-JAN-17
64971WG95,NY,10-AUG-17
64971WGP9,NY,25-AUG-17
64971WH37,NY,19-OCT-17
64971WK33,NY,05-AUG-16
64971WK58,NY,14-JUL-16
64971WL40,NY,02-JAN-18
64971WL65,NY,19-DEC-17
64971WM64,NY,26-JAN-17
64971WN22,NY,28-DEC-17
64971WP87,NY,20-SEP-16
64971WPA2,NY,14-JAN-16
64971WPC8,NY,22-JAN-18
64971WPP9,NY,29-DEC-16
64971WPY0,NY,08-JUL-16
64971WQ29,NY,13-OCT-17
64971WQ52,NY,15-SEP-16
64971WQ60,NY,15-SEP-16
64971WQ94,NY,15-SEP-16
64971WR28,NY,20-DEC-17
64971WR36,NY,12-JAN-18
64971WR44,NY,19-JAN-18
64971WS68,NY,21-NOV-16
64971WSN1,NY,22-JAN-18
64971WTG5,NY,07-SEP-17
64971WU24,NY,09-MAR-17
64971WU32,NY,06-DEC-17
64971WU65,NY,25-OCT-17
64971WU99,NY,09-MAR-17
64971WUD0,NY,04-JAN-16
64971WV80,NY,09-MAR-17
64971WVQ0,NY,20-JUL-17
64971WVR8,NY,22-NOV-16
64971WW97,NY,14-MAR-17
64971WWL0,NY,05-FEB-16
64971WX39,NY,09-MAR-17
64971WX88,NY,09-MAR-17
64971WXZ8,NY,25-OCT-16
64971WY20,NY,29-MAR-17
64971WY38,NY,09-MAR-17
64971WY53,NY,09-MAR-17
64971WYC8,NY,20-JUN-17
64971WYD6,NY,02-MAR-17
64971WZD5,NY,18-SEP-17
64971WZR4,NY,04-JAN-16
64971XAG3,NY,14-SEP-17
64971XAH1,NY,09-AUG-17
64971XAT5,NY,17-AUG-17
64971XBS6,NY,19-OCT-17
64971XBU1,NY,19-OCT-17
64971XCB2,NY,19-OCT-17
64971XCE6,NY,19-OCT-17
64971XCH9,NY,19-OCT-17
64971XCX4,NY,17-JAN-18
64972F2V7,NY,10-APR-17
64972F4J2,NY,21-DEC-17
64972F5M4,NY,24-OCT-17
64972F5U6,NY,29-JAN-16
64972F5W2,NY,01-JUN-17
64972F7S9,NY,03-AUG-17
64972FN51,NY,13-FEB-17
64972GFL3,NY,04-JAN-17
64972GFP4,NY,25-OCT-17
64972GHS6,NY,17-JAN-17
64972GJA3,NY,26-FEB-16
64972GJV7,NY,08-NOV-16
64972GKA1,NY,07-JUN-17
64972GKG8,NY,27-OCT-16
64972GMW1,NY,06-DEC-17
64972GMY7,NY,01-DEC-16
64972GNC4,NY,10-OCT-17
64972GNE0,NY,15-FEB-17
64972GNU4,NY,11-MAY-17
64972GPH1,NY,27-SEP-17
64972GPK4,NY,27-SEP-17
64972GPT5,NY,10-JAN-18
64972HB92,NY,10-AUG-17
64972HSG8,NY,31-MAR-17
64972HTK8,NY,11-MAY-17
64972HTM4,NY,14-JAN-16
64972HTN2,NY,28-SEP-17
64972HTS1,NY,15-SEP-17
64972HTT9,NY,17-JAN-18
64972HVF6,NY,03-FEB-16
64972HVS8,NY,23-AUG-16
64972HVY5,NY,11-FEB-16
64972HVZ2,NY,21-APR-17
64972HWB4,NY,13-MAR-17
64972HWT5,NY,18-DEC-17
64972HXJ6,NY,07-SEP-17
64972HXL1,NY,07-OCT-16
64972HXP2,NY,12-AUG-16
64972HXV9,NY,17-JAN-17
64972HYF3,NY,15-MAR-16
64972HYG1,NY,31-MAR-17
64972HYK2,NY,15-DEC-16
64972HYN6,NY,20-DEC-17
64972HYR7,NY,15-MAR-16
64972HYZ9,NY,09-AUG-17
64972HZA3,NY,23-SEP-16
64972HZL9,NY,10-AUG-17
64972HZM7,NY,06-DEC-17
64972HZP0,NY,23-JAN-18
64972HZW5,NY,30-NOV-17
649807CE2,NY,09-JAN-18
649838JY6,NY,17-FEB-17
64985HET0,NY,24-MAR-17
64985HLE5,NY,24-FEB-17
64985HNQ6,NY,13-JUN-17
64985HWG8,NY,18-NOV-16
64985HXL6,NY,26-OCT-17
64986A3A7,NY,15-NOV-16
64986A3W9,NY,07-NOV-16
64986A6K2,NY,26-DEC-17
64986A6M8,NY,10-OCT-17
